0,1,2,3,4
amy,FBgn0004949,3R,19160099,19162300
1688-3C,FBgn0004950,3R,19160099,19162300
1688-10Ea,FBgn0004951,3R,19160099,19162300
1688-10Eb,FBgn0004952,3R,19160099,19162300
1688-11EF,FBgn0004953,3R,19160099,19162300
l(1)17Ae,FBgn0004961,3R,19160099,19162300
l(1)17Ca,FBgn0004962,3R,19160099,19162300
abg,FBgn0004963,3R,19160099,19162300
l(1)17Cb,FBgn0004964,3R,19160099,19162300
coq,FBgn0004965,3R,19160099,19162300
juv,FBgn0004968,3R,19160099,19162300
ado,FBgn0004969,3R,19160099,19162300
l(1)4Ea,FBgn0004970,3R,19160099,19162300
l(1)4Fa,FBgn0004971,3R,19160099,19162300
NucIII,FBgn0004974,3R,19160099,19162300
Ata,FBgn0004977,3R,19160099,19162300
ats,FBgn0004978,3R,19160099,19162300
bal,FBgn0004979,3R,19160099,19162300
Bit,FBgn0004981,3R,19160099,19162300
Bld,FBgn0004982,3R,19160099,19162300
bleg,FBgn0004983,3R,19160099,19162300
blu,FBgn0004984,3R,19160099,19162300
bow,FBgn0004985,3R,19160099,19162300
c(1)a,FBgn0004989,3R,19160099,19162300
chr,FBgn0004990,3R,19160099,19162300
chy,FBgn0004991,3R,19160099,19162300
cld,FBgn0004992,3R,19160099,19162300
Cli,FBgn0004993,3R,19160099,19162300
Cor,FBgn0004994,3R,19160099,19162300
Cr-2,FBgn0004996,3R,19160099,19162300
cr-a,FBgn0004997,3R,19160099,19162300
cr-c,FBgn0004998,3R,19160099,19162300
crip,FBgn0004999,3R,19160099,19162300
crs,FBgn0005000,3R,19160099,19162300
cu-X,FBgn0005001,3R,19160099,19162300
Cyd,FBgn0005002,3R,19160099,19162300
dcm,FBgn0005004,3R,19160099,19162300
dfi,FBgn0005006,3R,19160099,19162300
dil-3,FBgn0005008,3R,19160099,19162300
dil(w[a]),FBgn0005009,3R,19160099,19162300
Din,FBgn0005010,3R,19160099,19162300
Dipp,FBgn0005011,3R,19160099,19162300
dipp-3,FBgn0005012,3R,19160099,19162300
dipp-4,FBgn0005013,3R,19160099,19162300
dipp-5,FBgn0005014,3R,19160099,19162300
dipp-6,FBgn0005015,3R,19160099,19162300
dipp-7,FBgn0005016,3R,19160099,19162300
dipp-8,FBgn0005017,3R,19160099,19162300
dk,FBgn0005018,3R,19160099,19162300
dkb,FBgn0005019,3R,19160099,19162300
dke,FBgn0005020,3R,19160099,19162300
dkl,FBgn0005022,3R,19160099,19162300
dpl,FBgn0005023,3R,19160099,19162300
drp,FBgn0005026,3R,19160099,19162300
dw-sc,FBgn0005027,3R,19160099,19162300
dwh,FBgn0005028,3R,19160099,19162300
dta,FBgn0005029,3R,19160099,19162300
ef,FBgn0005030,3R,19160099,19162300
E(M99E),FBgn0005031,3R,19160099,19162300
e(N[8]),FBgn0005032,3R,19160099,19162300
E(Pc)a,FBgn0005033,3R,19160099,19162300
er,FBgn0005034,3R,19160099,19162300
Est-9,FBgn0005037,3R,19160099,19162300
Est-A,FBgn0005038,3R,19160099,19162300
e(tu-K),FBgn0005039,3R,19160099,19162300
E(tuh-1),FBgn0005040,3R,19160099,19162300
E(var)25F,FBgn0005041,3R,19160099,19162300
E(var)28AB,FBgn0005042,3R,19160099,19162300
E(var)29BD,FBgn0005043,3R,19160099,19162300
E(var)33AD,FBgn0005044,3R,19160099,19162300
E(var)36AE,FBgn0005045,3R,19160099,19162300
E(var)43A,FBgn0005046,3R,19160099,19162300
E(var)55,FBgn0005047,3R,19160099,19162300
exr,FBgn0005048,3R,19160099,19162300
fft,FBgn0005050,3R,19160099,19162300
fll,FBgn0005051,3R,19160099,19162300
flu,FBgn0005052,3R,19160099,19162300
fs(1)ne6,FBgn0005053,3R,19160099,19162300
fs(1)ne13,FBgn0005054,3R,19160099,19162300
fs(2)OW101,FBgn0005055,3R,19160099,19162300
fs(2)OW102,FBgn0005056,3R,19160099,19162300
fs(2)OW103,FBgn0005057,3R,19160099,19162300
fs(2)OW104,FBgn0005058,3R,19160099,19162300
fs(2)OW105,FBgn0005059,3R,19160099,19162300
fs(2)OW106,FBgn0005060,3R,19160099,19162300
fs(2)OW107,FBgn0005061,3R,19160099,19162300
fs(2)OW202,FBgn0005062,3R,19160099,19162300
fs(2)OW203,FBgn0005063,3R,19160099,19162300
fs(2)OW204,FBgn0005064,3R,19160099,19162300
fs(2)OW205,FBgn0005065,3R,19160099,19162300
fs(2)OW206,FBgn0005066,3R,19160099,19162300
fs(2)OW208,FBgn0005067,3R,19160099,19162300
fs(2)OW209,FBgn0005068,3R,19160099,19162300
fs(2)OW210,FBgn0005069,3R,19160099,19162300
fs(2)OW211,FBgn0005070,3R,19160099,19162300
fs(2)OW212,FBgn0005071,3R,19160099,19162300
fs(2)OW213,FBgn0005072,3R,19160099,19162300
fs(2)OW214,FBgn0005073,3R,19160099,19162300
fs(2)OW215,FBgn0005074,3R,19160099,19162300
fs(2)OW216,FBgn0005075,3R,19160099,19162300
fs(2)OW217,FBgn0005076,3R,19160099,19162300
fs(2)OW801,FBgn0005077,3R,19160099,19162300
fs(2)OW802,FBgn0005078,3R,19160099,19162300
fs(2)OW803,FBgn0005079,3R,19160099,19162300
fs(2)OW804,FBgn0005080,3R,19160099,19162300
fs(2)OW805,FBgn0005081,3R,19160099,19162300
fs(2)OW806,FBgn0005082,3R,19160099,19162300
fs(2)OW807,FBgn0005083,3R,19160099,19162300
fs(2)OW808,FBgn0005084,3R,19160099,19162300
fs(2)OW809,FBgn0005085,3R,19160099,19162300
fs(2)OW810,FBgn0005086,3R,19160099,19162300
fs(2)OW811,FBgn0005087,3R,19160099,19162300
fs(2)OW812,FBgn0005088,3R,19160099,19162300
fs(2)OWc1,FBgn0005089,3R,19160099,19162300
fs(2)OWc2,FBgn0005090,3R,19160099,19162300
fs(2)OWc3,FBgn0005091,3R,19160099,19162300
fs(2)OWc4,FBgn0005092,3R,19160099,19162300
fs(2)OWc5,FBgn0005093,3R,19160099,19162300
fs(2)OWc6,FBgn0005094,3R,19160099,19162300
fs(2)OWc7,FBgn0005095,3R,19160099,19162300
Fs(2)Y12,FBgn0005097,3R,19160099,19162300
fs(3)108-17,FBgn0005098,3R,19160099,19162300
fs(3)110-8,FBgn0005099,3R,19160099,19162300
fs(3)350-7,FBgn0005100,3R,19160099,19162300
Gt-2,FBgn0005102,3R,19160099,19162300
gusA,FBgn0005103,3R,19160099,19162300
gusC,FBgn0005104,3R,19160099,19162300
gusD,FBgn0005105,3R,19160099,19162300
gusE,FBgn0005106,3R,19160099,19162300
gustF,FBgn0005107,3R,19160099,19162300
GustS,FBgn0005108,3R,19160099,19162300
l(1)3C3,FBgn0005111,3R,19160099,19162300
l(1)6,FBgn0005112,3R,19160099,19162300
l(1)184,FBgn0005113,3R,19160099,19162300
l(1)272-13,FBgn0005114,3R,19160099,19162300
l(1)2269,FBgn0005115,3R,19160099,19162300
l(1)ff,FBgn0005116,3R,19160099,19162300
l(1)FMa,FBgn0005117,3R,19160099,19162300
l(1)FMb,FBgn0005118,3R,19160099,19162300
l(1)m,FBgn0005120,3R,19160099,19162300
l(1)S9,FBgn0005121,3R,19160099,19162300
l(1)nd,FBgn0005122,3R,19160099,19162300
l(1)nib,FBgn0005123,3R,19160099,19162300
l(1)J1743,FBgn0005124,3R,19160099,19162300
l(1)J413,FBgn0005125,3R,19160099,19162300
l(1)J770,FBgn0005126,3R,19160099,19162300
l(1)J1660,FBgn0005128,3R,19160099,19162300
l(1)w,FBgn0005129,3R,19160099,19162300
l(1)X2,FBgn0005130,3R,19160099,19162300
l(1)X20,FBgn0005131,3R,19160099,19162300
l(1)Y8,FBgn0005132,3R,19160099,19162300
l(1)Y12,FBgn0005133,3R,19160099,19162300
l(1)Y80,FBgn0005134,3R,19160099,19162300
l(1)Y107,FBgn0005135,3R,19160099,19162300
l(1)Y110,FBgn0005136,3R,19160099,19162300
l(2)39a,FBgn0005137,3R,19160099,19162300
l(2)74i,FBgn0005138,3R,19160099,19162300
l(2)1542,FBgn0005139,3R,19160099,19162300
l(2)B,FBgn0005140,3R,19160099,19162300
l(2)CA6,FBgn0005141,3R,19160099,19162300
l(2)ff10,FBgn0005142,3R,19160099,19162300
l(2)DTS1,FBgn0005143,3R,19160099,19162300
l(2)DTS6,FBgn0005144,3R,19160099,19162300
l(2)DTS8,FBgn0005145,3R,19160099,19162300
l(2)DTS9,FBgn0005146,3R,19160099,19162300
l(2)DTS19,FBgn0005148,3R,19160099,19162300
l(2)G78,FBgn0005149,3R,19160099,19162300
l(2)G80,FBgn0005150,3R,19160099,19162300
l(2)G84,FBgn0005151,3R,19160099,19162300
l(2)G93,FBgn0005152,3R,19160099,19162300
l(2)G94,FBgn0005153,3R,19160099,19162300
l(2)G97,FBgn0005154,3R,19160099,19162300
l(2)G99,FBgn0005155,3R,19160099,19162300
l(2)G121,FBgn0005156,3R,19160099,19162300
l(2)G129,FBgn0005157,3R,19160099,19162300
l(2)G137,FBgn0005158,3R,19160099,19162300
l(2)G145,FBgn0005159,3R,19160099,19162300
l(2)G151,FBgn0005160,3R,19160099,19162300
l(2)G156,FBgn0005161,3R,19160099,19162300
l(2)G305,FBgn0005162,3R,19160099,19162300
l(2)G341,FBgn0005163,3R,19160099,19162300
l(2)G552,FBgn0005164,3R,19160099,19162300
l(2)G559,FBgn0005165,3R,19160099,19162300
l(2)G560,FBgn0005166,3R,19160099,19162300
l(2)G562,FBgn0005167,3R,19160099,19162300
l(2)G563,FBgn0005168,3R,19160099,19162300
l(2)G566,FBgn0005169,3R,19160099,19162300
l(2)G571,FBgn0005170,3R,19160099,19162300
l(2)G572,FBgn0005171,3R,19160099,19162300
l(2)G583,FBgn0005172,3R,19160099,19162300
l(2)M,FBgn0005173,3R,19160099,19162300
l(2)R,FBgn0005175,3R,19160099,19162300
l(2)Stn,FBgn0005176,3R,19160099,19162300
l(2)S1,FBgn0005178,3R,19160099,19162300
l(2)S1A,FBgn0005179,3R,19160099,19162300
l(2)S3,FBgn0005180,3R,19160099,19162300
l(2)S3a,FBgn0005181,3R,19160099,19162300
l(2)S4,FBgn0005182,3R,19160099,19162300
l(2)S7,FBgn0005183,3R,19160099,19162300
l(2)S11,FBgn0005184,3R,19160099,19162300
l(2)S13,FBgn0005185,3R,19160099,19162300
l(2)S32,FBgn0005186,3R,19160099,19162300
l(2)S42,FBgn0005187,3R,19160099,19162300
l(2)S42A,FBgn0005188,3R,19160099,19162300
l(2)S45,FBgn0005189,3R,19160099,19162300
l(2)S50,FBgn0005190,3R,19160099,19162300
l(2)S51,FBgn0005191,3R,19160099,19162300
l(2)S55,FBgn0005192,3R,19160099,19162300
l(2)S59,FBgn0005193,3R,19160099,19162300
l(2)S61,FBgn0005194,3R,19160099,19162300
l(2)Sp9b,FBgn0005195,3R,19160099,19162300
l(3)36d10,FBgn0005196,3R,19160099,19162300
l(3)36d24,FBgn0005197,3R,19160099,19162300
l(3)ac,FBgn0005199,3R,19160099,19162300
l(3)AM1,FBgn0005201,3R,19160099,19162300
l(3)blo-l,FBgn0005202,3R,19160099,19162300
l(3)bt,FBgn0005203,3R,19160099,19162300
l(3)DTS9,FBgn0005205,3R,19160099,19162300
l(3)DTS10,FBgn0005206,3R,19160099,19162300
l(3)e,FBgn0005207,3R,19160099,19162300
l(3)gl,FBgn0005208,3R,19160099,19162300
l(3)LVML,FBgn0005209,3R,19160099,19162300
l(3)LVMR,FBgn0005210,3R,19160099,19162300
l(3)hd,FBgn0005211,3R,19160099,19162300
l(3)ET2,FBgn0005212,3R,19160099,19162300
l(3)ET4,FBgn0005213,3R,19160099,19162300
l(3)ET5,FBgn0005214,3R,19160099,19162300
l(3)ET6,FBgn0005215,3R,19160099,19162300
l(3)ET7,FBgn0005216,3R,19160099,19162300
l(3)ET8,FBgn0005217,3R,19160099,19162300
l(3)ET10,FBgn0005218,3R,19160099,19162300
l(3)ET13,FBgn0005219,3R,19160099,19162300
l(3)ET15,FBgn0005220,3R,19160099,19162300
l(3)ET16,FBgn0005221,3R,19160099,19162300
l(3)ET18,FBgn0005222,3R,19160099,19162300
l(3)ET26,FBgn0005224,3R,19160099,19162300
l(3)PL,FBgn0005225,3R,19160099,19162300
l(3)R12,FBgn0005226,3R,19160099,19162300
l(3)R4,FBgn0005229,3R,19160099,19162300
l(3)R15,FBgn0005230,3R,19160099,19162300
l(3)R18,FBgn0005231,3R,19160099,19162300
l(3)R26,FBgn0005232,3R,19160099,19162300
l(3)R33,FBgn0005233,3R,19160099,19162300
l(3)R45,FBgn0005236,3R,19160099,19162300
l(3)R52,FBgn0005237,3R,19160099,19162300
l(3)R70,FBgn0005238,3R,19160099,19162300
l(3)R73,FBgn0005239,3R,19160099,19162300
l(3)R78,FBgn0005240,3R,19160099,19162300
l(3)R88,FBgn0005241,3R,19160099,19162300
l(3)R102,FBgn0005242,3R,19160099,19162300
l(3)R112,FBgn0005243,3R,19160099,19162300
l(3)R138,FBgn0005244,3R,19160099,19162300
l(3)R142,FBgn0005245,3R,19160099,19162300
l(3)R159,FBgn0005246,3R,19160099,19162300
l(3)R200,FBgn0005247,3R,19160099,19162300
l(3)R260,FBgn0005249,3R,19160099,19162300
l(3)R340,FBgn0005250,3R,19160099,19162300
l(3)R350,FBgn0005251,3R,19160099,19162300
l(3)SG72,FBgn0005253,3R,19160099,19162300
l(3)SG73,FBgn0005254,3R,19160099,19162300
l(3)SG74,FBgn0005255,3R,19160099,19162300
l(3)SG75,FBgn0005256,3R,19160099,19162300
l(3)SG77,FBgn0005257,3R,19160099,19162300
l(3)SG78,FBgn0005258,3R,19160099,19162300
l(3)SG79,FBgn0005259,3R,19160099,19162300
l(3)SG80,FBgn0005260,3R,19160099,19162300
l(3)SG81,FBgn0005261,3R,19160099,19162300
l(3)SG82,FBgn0005262,3R,19160099,19162300
l(3)SG83,FBgn0005263,3R,19160099,19162300
l(3)SG84,FBgn0005264,3R,19160099,19162300
l(3)SG85,FBgn0005265,3R,19160099,19162300
l(3)SG86,FBgn0005266,3R,19160099,19162300
l(3)SG87,FBgn0005267,3R,19160099,19162300
l(3)SG88,FBgn0005268,3R,19160099,19162300
l(3)SG89,FBgn0005269,3R,19160099,19162300
l(3)SG90,FBgn0005270,3R,19160099,19162300
l(3)SG91,FBgn0005271,3R,19160099,19162300
l(3)SG92,FBgn0005272,3R,19160099,19162300
l(3)SG93,FBgn0005273,3R,19160099,19162300
l(3)SG94,FBgn0005274,3R,19160099,19162300
Les,FBgn0005275,3R,19160099,19162300
M(1)k,FBgn0005277,3R,19160099,19162300
M(2)p,FBgn0005279,3R,19160099,19162300
M(3)96A,FBgn0005280,3R,19160099,19162300
M(3)d,FBgn0005281,3R,19160099,19162300
M(3)S35,FBgn0005283,3R,19160099,19162300
M(3)S36,FBgn0005284,3R,19160099,19162300
M(3)x,FBgn0005285,3R,19160099,19162300
mei-S51,FBgn0005286,3R,19160099,19162300
mei-1946,FBgn0005288,3R,19160099,19162300
mei-1966,FBgn0005289,3R,19160099,19162300
mei-2185,FBgn0005290,3R,19160099,19162300
mei-2199,FBgn0005291,3R,19160099,19162300
mei-2220,FBgn0005292,3R,19160099,19162300
mei-2245,FBgn0005293,3R,19160099,19162300
mei-2439,FBgn0005294,3R,19160099,19162300
mei-2593,FBgn0005295,3R,19160099,19162300
mei-2606,FBgn0005296,3R,19160099,19162300
mei-B,FBgn0005297,3R,19160099,19162300
mei-G17,FBgn0005298,3R,19160099,19162300
mei-I3,FBgn0005299,3R,19160099,19162300
mei-O81,FBgn0005300,3R,19160099,19162300
mot-32l,FBgn0005301,3R,19160099,19162300
Mot-K,FBgn0005303,3R,19160099,19162300
ms(1)6S,FBgn0005304,3R,19160099,19162300
ms(1)202,FBgn0005305,3R,19160099,19162300
ms(1)244,FBgn0005306,3R,19160099,19162300
ms(1)RA40,FBgn0005307,3R,19160099,19162300
ms(1)RD7,FBgn0005308,3R,19160099,19162300
ms(1)RD15,FBgn0005309,3R,19160099,19162300
ms(1)RD33,FBgn0005310,3R,19160099,19162300
ms(2)73d,FBgn0005311,3R,19160099,19162300
ms(3)10R,FBgn0005312,3R,19160099,19162300
mu-F,FBgn0005315,3R,19160099,19162300
N-b,FBgn0005317,3R,19160099,19162300
neu,FBgn0005319,3R,19160099,19162300
ney,FBgn0005320,3R,19160099,19162300
ni2,FBgn0005321,3R,19160099,19162300
Nu,FBgn0005324,3R,19160099,19162300
NX,FBgn0005325,3R,19160099,19162300
Osw,FBgn0005326,3R,19160099,19162300
P37,FBgn0005328,3R,19160099,19162300
P43,FBgn0005329,3R,19160099,19162300
P48,FBgn0005330,3R,19160099,19162300
pil3,FBgn0005331,3R,19160099,19162300
pilX,FBgn0005332,3R,19160099,19162300
podG,FBgn0005333,3R,19160099,19162300
podH,FBgn0005334,3R,19160099,19162300
podK,FBgn0005335,3R,19160099,19162300
podM,FBgn0005336,3R,19160099,19162300
Pub,FBgn0005337,3R,19160099,19162300
pxl,FBgn0005338,3R,19160099,19162300
RD(2),FBgn0005339,3R,19160099,19162300
Rf-c,FBgn0005340,3R,19160099,19162300
rlu,FBgn0005341,3R,19160099,19162300
Rst(1)mth,FBgn0005343,3R,19160099,19162300
rstl,FBgn0005344,3R,19160099,19162300
semi-f,FBgn0005347,3R,19160099,19162300
sf-3,FBgn0005348,3R,19160099,19162300
su(B)2,FBgn0005353,3R,19160099,19162300
su(fa[swb]),FBgn0005354,3R,19160099,19162300
su(msm1),FBgn0005356,3R,19160099,19162300
su(tu-bw),FBgn0005357,3R,19160099,19162300
Su(w[a])B1,FBgn0005358,3R,19160099,19162300
Su(w[a])B2,FBgn0005359,3R,19160099,19162300
sup,FBgn0005360,3R,19160099,19162300
sx,FBgn0005361,3R,19160099,19162300
Sy,FBgn0005362,3R,19160099,19162300
tr261,FBgn0005364,3R,19160099,19162300
UB597,FBgn0005365,3R,19160099,19162300
Va,FBgn0005366,3R,19160099,19162300
Vc,FBgn0005367,3R,19160099,19162300
Vel,FBgn0005368,3R,19160099,19162300
vli,FBgn0005369,3R,19160099,19162300
wh,FBgn0005370,3R,19160099,19162300
whg,FBgn0005371,3R,19160099,19162300
x1,FBgn0005372,3R,19160099,19162300
x2,FBgn0005373,3R,19160099,19162300
x4,FBgn0005374,3R,19160099,19162300
x5,FBgn0005375,3R,19160099,19162300
x6,FBgn0005376,3R,19160099,19162300
x8,FBgn0005377,3R,19160099,19162300
x10,FBgn0005378,3R,19160099,19162300
fs(2)OW207,FBgn0005379,3R,19160099,19162300
l(3)SG76,FBgn0005380,3R,19160099,19162300
ggy,FBgn0005382,3R,19160099,19162300
Gtd,FBgn0005383,3R,19160099,19162300
rsd,FBgn0005385,3R,19160099,19162300
fs(1)A457,FBgn0005388,3R,19160099,19162300
fs(2)lto4,FBgn0005394,3R,19160099,19162300
Dia1,FBgn0005397,3R,19160099,19162300
pch,FBgn0005398,3R,19160099,19162300
l(1)10Aj,FBgn0005401,3R,19160099,19162300
l(1)10Bn,FBgn0005402,3R,19160099,19162300
l(1)10Bo,FBgn0005403,3R,19160099,19162300
l(1)10Cg,FBgn0005404,3R,19160099,19162300
l(1)10Ch,FBgn0005405,3R,19160099,19162300
l(1)10Dd,FBgn0005406,3R,19160099,19162300
l(1)11Ag,FBgn0005407,3R,19160099,19162300
l(1)11Ah,FBgn0005408,3R,19160099,19162300
l(1)11Ai,FBgn0005409,3R,19160099,19162300
dsl,FBgn0005412,3R,19160099,19162300
l(1)adl3,FBgn0005414,3R,19160099,19162300
l(1)adl4,FBgn0005415,3R,19160099,19162300
l(1)adl5,FBgn0005416,3R,19160099,19162300
l(1)adl6,FBgn0005417,3R,19160099,19162300
l(1)adl7,FBgn0005418,3R,19160099,19162300
l(1)adl8,FBgn0005419,3R,19160099,19162300
l(1)adl9,FBgn0005420,3R,19160099,19162300
l(1)adl10,FBgn0005421,3R,19160099,19162300
l(1)adl11,FBgn0005422,3R,19160099,19162300
l(1)adl12,FBgn0005423,3R,19160099,19162300
l(1)adl13,FBgn0005424,3R,19160099,19162300
l(1)adl14,FBgn0005425,3R,19160099,19162300
l(1)adl15,FBgn0005426,3R,19160099,19162300
l(1)EN14,FBgn0005429,3R,19160099,19162300
l(1)10Ea,FBgn0005431,3R,19160099,19162300
fliK,FBgn0005432,3R,19160099,19162300
l(1)v3,FBgn0005433,3R,19160099,19162300
l(1)v11,FBgn0005434,3R,19160099,19162300
l(1)v25,FBgn0005435,3R,19160099,19162300
l(1)v47,FBgn0005436,3R,19160099,19162300
l(1)v59,FBgn0005437,3R,19160099,19162300
l(1)v75,FBgn0005438,3R,19160099,19162300
l(1)v129,FBgn0005439,3R,19160099,19162300
l(1)v132,FBgn0005440,3R,19160099,19162300
l(1)v135,FBgn0005441,3R,19160099,19162300
l(1)v139,FBgn0005442,3R,19160099,19162300
l(1)v146,FBgn0005443,3R,19160099,19162300
l(1)v150,FBgn0005444,3R,19160099,19162300
l(1)v163,FBgn0005445,3R,19160099,19162300
l(1)v216,FBgn0005446,3R,19160099,19162300
l(1)v219,FBgn0005447,3R,19160099,19162300
l(1)v223,FBgn0005448,3R,19160099,19162300
l(1)v227,FBgn0005450,3R,19160099,19162300
l(1)v231,FBgn0005451,3R,19160099,19162300
l(1)v252,FBgn0005452,3R,19160099,19162300
l(1)v306,FBgn0005453,3R,19160099,19162300
l(1)v361,FBgn0005454,3R,19160099,19162300
l(1)v451,FBgn0005455,3R,19160099,19162300
l(1)v453,FBgn0005456,3R,19160099,19162300
l(1)v454,FBgn0005457,3R,19160099,19162300
l(1)v455,FBgn0005458,3R,19160099,19162300
l(1)v459,FBgn0005459,3R,19160099,19162300
l(1)v463,FBgn0005460,3R,19160099,19162300
l(1)ts13,FBgn0005461,3R,19160099,19162300
l(1)ts19,FBgn0005462,3R,19160099,19162300
l(1)ts66,FBgn0005463,3R,19160099,19162300
l(1)ts79,FBgn0005464,3R,19160099,19162300
l(1)ts88,FBgn0005465,3R,19160099,19162300
l(1)ts108,FBgn0005466,3R,19160099,19162300
l(1)ts136,FBgn0005467,3R,19160099,19162300
l(1)ts178,FBgn0005468,3R,19160099,19162300
l(1)ts340,FBgn0005469,3R,19160099,19162300
l(1)ts455b,FBgn0005470,3R,19160099,19162300
l(1)ts639,FBgn0005471,3R,19160099,19162300
l(1)ts875,FBgn0005472,3R,19160099,19162300
l(1)ts967,FBgn0005473,3R,19160099,19162300
l(1)ts996,FBgn0005474,3R,19160099,19162300
l(1)ts1006,FBgn0005475,3R,19160099,19162300
l(1)ts1064,FBgn0005476,3R,19160099,19162300
l(1)ts1075,FBgn0005477,3R,19160099,19162300
l(1)ts1081,FBgn0005478,3R,19160099,19162300
l(1)ts1107,FBgn0005479,3R,19160099,19162300
l(1)ts1137,FBgn0005480,3R,19160099,19162300
l(1)ts1233,FBgn0005481,3R,19160099,19162300
l(1)ts1299,FBgn0005482,3R,19160099,19162300
l(1)ts1343,FBgn0005483,3R,19160099,19162300
l(1)ts1415,FBgn0005484,3R,19160099,19162300
l(1)ts1480,FBgn0005485,3R,19160099,19162300
l(1)ts1681,FBgn0005486,3R,19160099,19162300
l(1)ts1808,FBgn0005487,3R,19160099,19162300
l(1)ts1901,FBgn0005488,3R,19160099,19162300
l(1)ts2009,FBgn0005489,3R,19160099,19162300
l(1)ts2320,FBgn0005490,3R,19160099,19162300
l(1)ts2641,FBgn0005491,3R,19160099,19162300
l(1)ts4931B,FBgn0005493,3R,19160099,19162300
l(1)ts5569,FBgn0005494,3R,19160099,19162300
l(1)tsG1,FBgn0005495,3R,19160099,19162300
l(1)tsSD19,FBgn0005496,3R,19160099,19162300
l(2)24EFa,FBgn0005503,3R,19160099,19162300
l(2)24EFb,FBgn0005504,3R,19160099,19162300
l(2)24EFc,FBgn0005505,3R,19160099,19162300
l(2)24EFd,FBgn0005506,3R,19160099,19162300
l(2)24EFe,FBgn0005507,3R,19160099,19162300
l(2)24EFf,FBgn0005508,3R,19160099,19162300
l(2)24EFg,FBgn0005509,3R,19160099,19162300
l(2)25Bg,FBgn0005512,3R,19160099,19162300
l(2)25Cg,FBgn0005513,3R,19160099,19162300
l(2)25Ea,FBgn0005514,3R,19160099,19162300
l(1)DC371,FBgn0005515,3R,19160099,19162300
l(1)DC1112,FBgn0005516,3R,19160099,19162300
l(1)2Dh,FBgn0005517,3R,19160099,19162300
l(1)2Di,FBgn0005518,3R,19160099,19162300
l(2)36Db,FBgn0005519,3R,19160099,19162300
l(2)37Fh,FBgn0005521,3R,19160099,19162300
l(2)52Db,FBgn0005522,3R,19160099,19162300
l(2)52Dc,FBgn0005523,3R,19160099,19162300
l(2)52ACa,FBgn0005524,3R,19160099,19162300
l(2)52ACb,FBgn0005525,3R,19160099,19162300
l(2)52ACc,FBgn0005526,3R,19160099,19162300
l(2)52ACd,FBgn0005527,3R,19160099,19162300
l(2)52ACe,FBgn0005528,3R,19160099,19162300
l(2)52ACf,FBgn0005529,3R,19160099,19162300
l(2)52ACg,FBgn0005530,3R,19160099,19162300
l(2)52ACh,FBgn0005531,3R,19160099,19162300
l(2)57Df,FBgn0005532,3R,19160099,19162300
l(3)72De,FBgn0005537,3R,19160099,19162300
l(3)72Df,FBgn0005538,3R,19160099,19162300
l(3)72Dg,FBgn0005539,3R,19160099,19162300
l(3)72Di,FBgn0005541,3R,19160099,19162300
l(3)72Dm,FBgn0005545,3R,19160099,19162300
l(3)73Bd,FBgn0005549,3R,19160099,19162300
l(3)85Ai,FBgn0005550,3R,19160099,19162300
l(3)85Aj,FBgn0005551,3R,19160099,19162300
l(3)85Fe,FBgn0005552,3R,19160099,19162300
l(3)85Ff,FBgn0005553,3R,19160099,19162300
l(3)85Fg,FBgn0005554,3R,19160099,19162300
l(3)85Fh,FBgn0005555,3R,19160099,19162300
l(3)89Ee,FBgn0005556,3R,19160099,19162300
l(3)89Ea,FBgn0005557,3R,19160099,19162300
M(3)65F,FBgn0005562,3R,19160099,19162300
l(3)85Eh,FBgn0005572,3R,19160099,19162300
l(3)85Ei,FBgn0005573,3R,19160099,19162300
l(3)85Ej,FBgn0005574,3R,19160099,19162300
ota5,FBgn0005577,3R,19160099,19162300
Ae,FBgn0005578,3R,19160099,19162300
l(1)J1674,FBgn0005580,3R,19160099,19162300
l(1)dh2,FBgn0005583,3R,19160099,19162300
MabF7D6,FBgn0005584,3R,19160099,19162300
anon-alaA,FBgn0005587,3R,19160099,19162300
anon-alaE,FBgn0005588,3R,19160099,19162300
anon-alaD,FBgn0005589,3R,19160099,19162300
yemG9.5,FBgn0005597,3R,19160099,19162300
yemG3a,FBgn0005598,3R,19160099,19162300
yemG3b,FBgn0005599,3R,19160099,19162300
yemG4,FBgn0005600,3R,19160099,19162300
yemG2.8,FBgn0005601,3R,19160099,19162300
yemG3c,FBgn0005602,3R,19160099,19162300
yemG3.4,FBgn0005603,3R,19160099,19162300
fs(2)lto1,FBgn0005615,3R,19160099,19162300
belt,FBgn0005635,3R,19160099,19162300
Mst59Da,FBgn0005651,3R,19160099,19162300
Mst59Db,FBgn0005652,3R,19160099,19162300
Mst59Dc,FBgn0005653,3R,19160099,19162300
dodeca,FBgn0005663,3R,19160099,19162300
e(mr),FBgn0005669,3R,19160099,19162300
Dia2,FBgn0005675,3R,19160099,19162300
mcd1,FBgn0005678,3R,19160099,19162300
mcd2,FBgn0005679,3R,19160099,19162300
ire,FBgn0005681,3R,19160099,19162300
rdgD,FBgn0005682,3R,19160099,19162300
cpy,FBgn0005684,3R,19160099,19162300
cob,FBgn0005685,3R,19160099,19162300
rug,FBgn0005686,3R,19160099,19162300
pom,FBgn0005687,3R,19160099,19162300
Nc18A,FBgn0005689,3R,19160099,19162300
Nc34CD,FBgn0005690,3R,19160099,19162300
l(3)88Ac,FBgn0005697,3R,19160099,19162300
